REC_NO,AFFINITY_CARD,CUST_GENDER,AGE,OCCUPATION,CUST_INCOME_LEVEL,CUST_MARITAL_STATUS,HOUSEHOLD_SIZE,YRS_RESIDENCE,PROD_NAME,PROD_CATEGORY,PROD_SUBCATEGORY,PROD_LIST_PRICE,QUANTITY_SOLD,AMOUNT_SOLD,COUNTRY_NAME
2072,0,F,22,Exec.,"J: 190,000 - 249,999",NeverM,2,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2073,0,M,44,Crafts,"G: 130,000 - 149,999",NeverM,6-8,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2074,0,F,24,TechSup,"B: 30,000 - 49,999",NeverM,2,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2075,0,M,47,Crafts,"H: 150,000 - 169,999",Divorc.,2,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2076,0,M,62,?,"I: 170,000 - 189,999",Married,3,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2077,0,M,28,Prof.,"L: 300,000 and above",NeverM,6-8,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2078,0,M,24,Exec.,"D: 70,000 - 89,999",NeverM,2,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2079,0,M,29,?,"I: 170,000 - 189,999",Divorc.,1,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2080,0,M,47,Crafts,"K: 250,000 - 299,999",Married,3,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2081,0,M,39,Exec.,"L: 300,000 and above",NeverM,2,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2082,0,F,21,Other,"L: 300,000 and above",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2083,0,F,46,TechSup,"K: 250,000 - 299,999",Divorc.,2,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2084,0,F,40,Other,"B: 30,000 - 49,999",Divorc.,2,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2085,0,M,29,Machine,"H: 150,000 - 169,999",NeverM,2,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2086,1,F,36,Prof.,"H: 150,000 - 169,999",Married,4-5,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2087,0,F,38,Cleric.,"L: 300,000 and above",Divorc.,9+,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2088,1,F,38,Cleric.,"J: 190,000 - 249,999",Married,4-5,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2089,1,M,40,Prof.,"E: 90,000 - 109,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2090,0,M,23,Cleric.,"J: 190,000 - 249,999",Married,6-8,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2091,0,M,42,Prof.,"I: 170,000 - 189,999",Divorc.,2,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2092,0,M,35,Other,"D: 70,000 - 89,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2093,0,F,45,Prof.,"F: 110,000 - 129,999",Divorc.,9+,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2094,0,M,59,Transp.,"C: 50,000 - 69,999",Divorc.,6-8,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2095,0,M,29,Machine,"L: 300,000 and above",Married,3,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2096,0,M,28,Machine,"J: 190,000 - 249,999",Married,3,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2097,0,M,60,Transp.,"E: 90,000 - 109,999",Married,3,8,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2098,1,M,48,Machine,"G: 130,000 - 149,999",Married,3,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2099,0,M,40,Prof.,"F: 110,000 - 129,999",NeverM,2,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2100,0,M,48,Protec.,"B: 30,000 - 49,999",Divorc.,2,8,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2101,1,M,49,Prof.,"E: 90,000 - 109,999",Married,3,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2102,0,F,43,Cleric.,"B: 30,000 - 49,999",Divorc.,9+,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2103,0,M,56,Other,"K: 250,000 - 299,999",Married,3,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2104,0,M,20,Crafts,"L: 300,000 and above",Married,3,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2105,0,M,18,Handler,"G: 130,000 - 149,999",NeverM,1,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2106,0,M,27,Prof.,"L: 300,000 and above",NeverM,6-8,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2107,0,M,21,Sales,"H: 150,000 - 169,999",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2108,0,M,42,Sales,"B: 30,000 - 49,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2109,0,F,32,Handler,"E: 90,000 - 109,999",NeverM,2,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2110,0,F,26,Other,"G: 130,000 - 149,999",NeverM,1,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2111,0,M,30,Prof.,"B: 30,000 - 49,999",Married,3,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2112,0,F,48,Other,"L: 300,000 and above",Widowed,9+,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2113,0,F,65,?,"J: 190,000 - 249,999",Widowed,2,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2114,0,M,29,Prof.,"H: 150,000 - 169,999",Married,3,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2115,1,F,35,Prof.,"E: 90,000 - 109,999",Married,4-5,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2116,0,M,23,Other,"G: 130,000 - 149,999",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2117,0,M,54,Transp.,"I: 170,000 - 189,999",Married,3,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2118,0,F,20,Cleric.,"L: 300,000 and above",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2119,0,M,58,Crafts,"G: 130,000 - 149,999",Married,3,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2120,0,M,35,Crafts,"C: 50,000 - 69,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2121,0,F,19,?,"A: Below 30,000",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2122,0,M,24,Handler,"F: 110,000 - 129,999",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2123,0,M,41,Crafts,"J: 190,000 - 249,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2124,1,M,45,Prof.,"H: 150,000 - 169,999",NeverM,2,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2125,0,M,37,Transp.,"E: 90,000 - 109,999",Married,3,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2126,1,M,30,Sales,"J: 190,000 - 249,999",NeverM,2,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2127,1,F,41,Transp.,"K: 250,000 - 299,999",Married,4-5,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2128,0,F,49,Transp.,"B: 30,000 - 49,999",NeverM,9+,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2129,0,M,54,Exec.,"H: 150,000 - 169,999",Divorc.,2,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2130,0,M,19,Farming,"D: 70,000 - 89,999",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2131,0,M,24,Other,"L: 300,000 and above",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2132,0,M,26,Exec.,"G: 130,000 - 149,999",Married,3,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2133,0,M,27,Crafts,"J: 190,000 - 249,999",NeverM,2,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2134,1,M,34,Other,"J: 190,000 - 249,999",Married,3,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2135,0,F,46,Cleric.,"L: 300,000 and above",Divorc.,2,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2136,0,M,45,Prof.,"I: 170,000 - 189,999",Divorc.,2,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2137,0,F,36,Other,"K: 250,000 - 299,999",Divorc.,9+,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2138,0,F,44,Machine,"J: 190,000 - 249,999",Separ.,9+,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2139,0,M,40,Sales,"F: 110,000 - 129,999",NeverM,1,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2140,0,M,33,Exec.,"L: 300,000 and above",Married,1,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2141,0,M,23,Sales,"L: 300,000 and above",NeverM,1,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2142,0,F,51,Cleric.,"J: 190,000 - 249,999",Divorc.,9+,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2143,0,M,23,Sales,"C: 50,000 - 69,999",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2144,0,F,32,Prof.,"E: 90,000 - 109,999",NeverM,2,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2145,1,M,53,Prof.,"L: 300,000 and above",Divorc.,2,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2146,0,F,18,House-s,"L: 300,000 and above",NeverM,1,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2147,0,F,32,Other,"H: 150,000 - 169,999",Divorc.,9+,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2148,1,M,63,?,"J: 190,000 - 249,999",Married,3,8,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2149,0,M,52,Handler,"E: 90,000 - 109,999",NeverM,2,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2150,0,F,48,?,"G: 130,000 - 149,999",Divorc.,9+,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2151,1,M,40,Exec.,"G: 130,000 - 149,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2152,0,F,54,Exec.,"F: 110,000 - 129,999",Divorc.,2,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2153,0,F,59,Other,"D: 70,000 - 89,999",Divorc.,1,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2154,0,F,24,Sales,"I: 170,000 - 189,999",NeverM,1,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2155,0,M,25,TechSup,"C: 50,000 - 69,999",NeverM,2,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2156,1,M,50,Exec.,"G: 130,000 - 149,999",Married,3,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2157,0,M,34,Farming,"J: 190,000 - 249,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2158,0,F,28,TechSup,"F: 110,000 - 129,999",NeverM,2,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2159,0,M,24,Prof.,"L: 300,000 and above",NeverM,2,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2160,0,M,22,Handler,"J: 190,000 - 249,999",NeverM,1,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2161,0,F,22,Cleric.,"L: 300,000 and above",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2162,0,M,49,?,"L: 300,000 and above",Mabsent,2,9,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2163,0,M,20,Farming,"H: 150,000 - 169,999",NeverM,1,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2164,0,M,41,Prof.,"L: 300,000 and above",NeverM,2,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2165,0,M,43,Crafts,"G: 130,000 - 149,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2166,1,M,47,Exec.,"B: 30,000 - 49,999",Married,3,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2167,0,F,27,Crafts,"E: 90,000 - 109,999",Divorc.,9+,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2168,1,M,41,Prof.,"F: 110,000 - 129,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2169,0,F,32,Other,"H: 150,000 - 169,999",Divorc.,9+,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2170,0,M,31,Crafts,"F: 110,000 - 129,999",NeverM,2,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2171,1,M,44,Crafts,"L: 300,000 and above",Married,3,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2172,0,F,18,Handler,"J: 190,000 - 249,999",NeverM,1,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2173,0,F,44,Other,"J: 190,000 - 249,999",Divorc.,9+,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2174,0,F,46,Cleric.,"L: 300,000 and above",NeverM,9+,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2175,0,M,27,Crafts,"L: 300,000 and above",Married,6-8,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2176,1,M,61,Sales,"B: 30,000 - 49,999",Married,3,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2177,0,M,60,Transp.,"A: Below 30,000",Married,3,9,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2178,0,M,49,Crafts,"J: 190,000 - 249,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2179,0,M,37,Crafts,"H: 150,000 - 169,999",Separ.,2,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2180,0,M,36,Crafts,"K: 250,000 - 299,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2181,0,M,41,Crafts,"H: 150,000 - 169,999",Separ.,2,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2182,0,F,22,Sales,"L: 300,000 and above",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2183,0,F,29,Sales,"L: 300,000 and above",NeverM,1,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2184,0,M,61,Transp.,"G: 130,000 - 149,999",Married,3,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2185,1,M,38,Sales,"J: 190,000 - 249,999",Married,3,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2186,1,M,47,Crafts,"J: 190,000 - 249,999",Married,3,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2187,1,M,44,Crafts,"I: 170,000 - 189,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2188,0,M,33,Sales,"L: 300,000 and above",Mabsent,2,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2189,0,M,26,Crafts,"G: 130,000 - 149,999",NeverM,1,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2190,1,M,50,Sales,"L: 300,000 and above",Married,3,8,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2191,1,F,41,Exec.,"J: 190,000 - 249,999",Married,4-5,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2192,0,M,19,Other,"L: 300,000 and above",NeverM,1,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2193,0,F,23,Machine,"G: 130,000 - 149,999",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2194,0,F,23,Protec.,"C: 50,000 - 69,999",NeverM,2,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2195,1,M,58,Cleric.,"I: 170,000 - 189,999",Married,3,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2196,0,F,48,Sales,"I: 170,000 - 189,999",Divorc.,2,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2197,0,F,17,Cleric.,"L: 300,000 and above",NeverM,1,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2198,0,M,41,Farming,"F: 110,000 - 129,999",Married,3,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2199,0,F,20,Cleric.,"I: 170,000 - 189,999",NeverM,1,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2200,1,M,48,Crafts,"I: 170,000 - 189,999",Married,3,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2201,0,M,60,Handler,"G: 130,000 - 149,999",NeverM,2,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2202,0,F,53,Machine,"F: 110,000 - 129,999",Widowed,2,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2203,0,M,27,Prof.,"J: 190,000 - 249,999",NeverM,2,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2204,0,M,21,Handler,"J: 190,000 - 249,999",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2205,0,M,27,Cleric.,"E: 90,000 - 109,999",Divorc.,2,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2206,0,F,36,Cleric.,"C: 50,000 - 69,999",NeverM,2,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2207,0,M,43,Cleric.,"L: 300,000 and above",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2208,0,F,71,Other,"I: 170,000 - 189,999",NeverM,2,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2209,0,M,19,Machine,"J: 190,000 - 249,999",NeverM,6-8,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2210,0,M,22,Cleric.,"G: 130,000 - 149,999",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2211,1,M,40,Exec.,"C: 50,000 - 69,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2212,0,M,19,?,"J: 190,000 - 249,999",NeverM,6-8,1,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2213,0,F,24,Other,"I: 170,000 - 189,999",NeverM,1,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2214,1,M,45,Prof.,"J: 190,000 - 249,999",Married,3,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2215,0,F,70,Cleric.,"E: 90,000 - 109,999",Widowed,9+,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2216,0,F,66,Sales,"I: 170,000 - 189,999",Widowed,6-8,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2217,0,M,26,Crafts,"C: 50,000 - 69,999",Married,3,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2218,1,M,34,Prof.,"L: 300,000 and above",NeverM,2,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2219,0,M,35,Machine,"J: 190,000 - 249,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2220,0,M,37,Cleric.,"L: 300,000 and above",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2221,0,F,81,Prof.,"F: 110,000 - 129,999",Widowed,2,0,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2222,1,M,48,Crafts,"K: 250,000 - 299,999",Married,3,6,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2223,0,M,31,Machine,"D: 70,000 - 89,999",NeverM,1,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2224,1,M,46,Sales,"L: 300,000 and above",Married,3,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2225,0,M,37,Farming,"L: 300,000 and above",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2226,1,F,34,Other,"E: 90,000 - 109,999",Married,4-5,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2227,0,F,55,TechSup,"I: 170,000 - 189,999",Married,4-5,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2228,1,M,43,Crafts,"I: 170,000 - 189,999",Married,3,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2229,1,M,42,TechSup,"J: 190,000 - 249,999",Married,3,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2230,0,M,45,Handler,"G: 130,000 - 149,999",Married,3,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2231,0,M,51,Transp.,"K: 250,000 - 299,999",Widowed,9+,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2232,1,M,57,Sales,"F: 110,000 - 129,999",Married,3,10,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2233,0,M,23,Handler,"C: 50,000 - 69,999",NeverM,2,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2234,0,M,28,Sales,"B: 30,000 - 49,999",NeverM,2,4,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2235,0,F,47,Exec.,"J: 190,000 - 249,999",Widowed,2,8,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2236,0,M,40,Crafts,"F: 110,000 - 129,999",Married,3,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2237,0,M,31,Crafts,"L: 300,000 and above",Married,3,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2238,1,M,47,Prof.,"F: 110,000 - 129,999",Married,3,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2239,1,M,33,Transp.,"I: 170,000 - 189,999",Married,3,3,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2240,0,M,24,Handler,"J: 190,000 - 249,999",NeverM,2,2,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2241,0,M,52,Crafts,"J: 190,000 - 249,999",Married,3,5,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
2242,0,M,67,Crafts,"G: 130,000 - 149,999",Married,3,7,"CD-RW, High Speed Pack of 5",Software/Other,Recordable CDs,11.99,1,11.99,USA
